city,region,magnitude,url,place,date,intensity,significance,tsunami,latitude,longitude,depth_km
Jiquilillo,Nicaragua,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006z26,"120 km SW of Jiquilillo, Nicaragua",1995-06-14,,670,0,12.128,-88.36,25.0
Tungor,Russia,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006y50,"85 km S of Tungor, Russia",1995-05-27,8.935,776,0,52.629,142.827,11.0
Owen Fracture Zone ,Owen Fracture Zone ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006y21,Owen Fracture Zone region,1995-05-26,,650,0,12.115,57.939,62.4
southern Mid Atlantic Ridge,southern Mid Atlantic Ridge,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006xwq,southern Mid-Atlantic Ridge,1995-05-23,,711,0,-55.945,-3.361,10.0
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006xma,central Mid-Atlantic Ridge,1995-05-18,,711,0,-0.893,-21.996,12.2
Vao,New Caledonia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006xk4,"271 km E of Vao, New Caledonia",1995-05-17,,650,0,-23.03,170.108,19.7
Vao,New Caledonia,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006xg1,"249 km E of Vao, New Caledonia",1995-05-16,4.21,912,0,-23.008,169.9,20.2
Maubara,Timor Leste,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006xbu,"27 km NNW of Maubara, Timor Leste",1995-05-14,6.368,732,0,-8.378,125.127,11.2
Aiani,Greece,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006x90,"10 km W of Aianí, Greece",1995-05-13,8.668,670,0,40.149,21.695,14.0
Cabatuan,Philippines,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006ww5,"14 km NE of Cabatuan, Philippines",1995-05-05,6.746,776,0,12.626,125.297,16.0
Alianza Cristiana,Peru,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006wq1,"64 km WSW of Alianza Cristiana, Peru",1995-05-02,6.239,691,0,-3.792,-76.917,97.0
Shikotan,Russia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006wgc,"107 km ENE of Shikotan, Russia",1995-04-28,5.011,732,0,44.072,148.004,28.8
Gamay,Philippines,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006w5w,"10 km E of Gamay, Philippines",1995-04-23,6.528,711,0,12.39,125.396,24.1
Adak,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006w5n,"260 km WSW of Adak, Alaska",1995-04-23,,650,0,51.334,179.714,16.9
Dapdap,Philippines,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006w0m,"47 km E of Dapdap, Philippines",1995-04-21,5.678,711,0,12.047,125.92,27.4
Dapdap,Philippines,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006vz9,"10 km E of Dapdap, Philippines",1995-04-21,6.811,798,0,12.059,125.58,20.7
Can Avid,Philippines,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006vz8,"14 km ESE of Can-Avid, Philippines",1995-04-21,6.552,711,0,11.925,125.564,17.4
Dolores,Philippines,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006vz4,"19 km E of Dolores, Philippines",1995-04-21,6.505,732,0,12.011,125.656,20.1
Pondaguitan,Philippines,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006vxw,"66 km E of Pondaguitan, Philippines",1995-04-20,5.143,670,0,6.279,126.777,94.1
Kuril sk,Russia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006vua,"276 km ENE of Kuril’sk, Russia",1995-04-17,,711,0,45.928,151.283,23.1
the South Sandwich Islands,the South Sandwich Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006vnq,east of the South Sandwich Islands,1995-04-14,,650,0,-60.774,-20.074,10.5
Hihifo,Tonga,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006vb3,"88 km NNE of Hihifo, Tonga",1995-04-07,4.19,842,0,-15.199,-173.529,21.2
Nabire,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006uef,"100 km SSW of Nabire, Indonesia",1995-03-19,6.617,732,0,-4.183,135.109,33.0
Ferndale,California,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/nc30068187,"126 km W of Ferndale, California",1995-02-19,4.538,670,0,40.5918333,-125.7566667,4.622
ifi,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006svx,"227 km S of Sofifi, Indonesia",1995-02-13,6.308,691,0,-1.318,127.438,14.2
Gisborne,New Zealand,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006spd,"102 km NNE of Gisborne, New Zealand",1995-02-10,6.307,650,0,-37.855,178.602,28.3
Gisborne,New Zealand,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006sef,"118 km NNE of Gisborne, New Zealand",1995-02-05,6.786,776,0,-37.759,178.752,21.1
Nabire,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006rzb,"164 km SW of Nabire, Indonesia",1995-01-27,5.853,711,0,-4.434,134.476,22.3
Paez,Colombia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006rkq,"16 km ESE of Páez, Colombia",1995-01-19,6.494,650,0,5.05,-72.916,17.3
Akashi,Japan,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006rew,"8 km S of Akashi, Japan",1995-01-16,9.115,732,0,34.583,135.018,21.9
Hachinohe,Japan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006qyz,"63 km ESE of Hachinohe, Japan",1995-01-06,6.369,754,0,40.246,142.175,26.9
Hachinohe,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006qpv,"174 km E of Hachinohe, Japan",1995-01-01,,650,0,40.701,143.549,15.2
Honshu,Japan,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006qh3,"off the east coast of Honshu, Japan",1994-12-28,6.708,936,0,40.525,143.419,26.5
Opotiki,New Zealand,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006q2w,"83 km NNE of Opotiki, New Zealand",1994-12-15,5.155,650,0,-37.282,177.523,33.0
Guayameo,Mexico,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006pwk,"22 km SW of Guayameo, Mexico",1994-12-10,6.501,650,0,18.136,-101.384,48.1
Batang,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006npt,"114 km NNW of Batang, Indonesia",1994-11-15,,650,0,-5.589,110.186,560.6
Sabang,Philippines,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006nn2,"10 km E of Sabang, Philippines",1994-11-14,6.483,776,0,13.525,121.067,31.5
Macquarie Island ,Macquarie Island ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006n54,Macquarie Island region,1994-11-05,,650,0,-57.193,157.858,24.7
the Fiji Islands,the Fiji Islands,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006mtj,south of the Fiji Islands,1994-10-27,,691,0,-25.778,179.339,518.7
Kuril Islands,Kuril Islands,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006m6j,Kuril Islands,1994-10-16,,691,0,45.749,149.167,116.6
Shikotan,Russia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006ku9,"96 km E of Shikotan, Russia",1994-10-09,5.679,820,0,43.905,147.916,33.0
ifi,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006ktd,"225 km SSE of Sofifi, Indonesia",1994-10-08,6.122,711,0,-1.258,127.98,16.6
Shikotan,Russia,8.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006kdp,"48 km E of Shikotan, Russia",1994-10-04,7.258,1060,0,43.773,147.321,14.0
Port Vila,Vanuatu,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006k95,"67 km W of Port-Vila, Vanuatu",1994-10-01,5.116,650,0,-17.745,167.682,16.6
Batang,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006k55,"86 km NNW of Batang, Indonesia",1994-09-28,,670,0,-5.786,110.352,637.5
Magong,Taiwan,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006jhk,"145 km SW of Magong, Taiwan",1994-09-16,5.272,711,0,22.528,118.711,13.1
Ferndale,California,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006hsx,"121 km W of Ferndale, California",1994-09-01,4.588,776,0,40.402,-125.68,10.0
Kuril sk,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006hm5,"179 km ESE of Kuril’sk, Russia",1994-08-28,,670,0,44.783,150.061,18.6
El Hoyo,Argentina,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006h5m,"46 km NNW of El Hoyo, Argentina",1994-08-19,,650,0,-26.642,-63.421,563.6
Kuril sk,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006h3e,"186 km ESE of Kuril’sk, Russia",1994-08-18,,670,0,44.767,150.158,14.7
South Sandwich Islands ,South Sandwich Islands ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006g4b,South Sandwich Islands region,1994-07-25,,670,0,-56.362,-27.365,81.3
Vrangel ,Russia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006fyv,"46 km SSW of Vrangel’, Russia",1994-07-21,3.801,820,0,42.34,132.865,471.4
Lospalos,Timor Leste,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006fkv,"138 km NE of Lospalos, Timor Leste",1994-07-13,4.591,650,0,-7.532,127.77,158.8
Lakatoro,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006fjp,"80 km SSW of Lakatoro, Vanuatu",1994-07-13,5.888,691,0,-16.812,167.249,33.0
Lakatoro,Vanuatu,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006fjg,"58 km S of Lakatoro, Vanuatu",1994-07-13,6.948,798,0,-16.62,167.518,33.0
La Barra de Colotepec,Mexico,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006f6f,"108 km SSW of La Barra de Colotepec, Mexico",1994-07-04,4.066,650,0,14.888,-97.322,14.6
Oxford,New Zealand,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006efu,"56 km NW of Oxford, New Zealand",1994-06-18,6.932,711,0,-42.963,171.658,13.6
Reyes,Bolivia,8.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006dzc,"55 km NNW of Reyes, Bolivia",1994-06-09,3.673,1034,0,-13.841,-67.553,631.3
Toribio,Colombia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006dv8,"23 km E of Toribío, Colombia",1994-06-06,9.197,711,0,2.917,-76.057,12.1
Kencong,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006dp4,"275 km S of Kencong, Indonesia",1994-06-04,,650,0,-10.777,113.366,11.2
Kencong,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006dnc,"235 km SSW of Kencong, Indonesia",1994-06-03,,670,0,-10.362,112.892,25.9
Kencong,Indonesia,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006djk,"249 km SSW of Kencong, Indonesia",1994-06-02,5.342,936,0,-10.477,112.835,18.4
Yenangyaung,Myanmar,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006dbh,"74 km W of Yenangyaung, Myanmar",1994-05-29,6.133,650,0,20.556,94.16,35.6
Nabire,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006d2j,"92 km S of Nabire, Indonesia",1994-05-25,6.401,650,0,-4.199,135.489,33.0
Yonakuni,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006d02,"79 km SW of Yonakuni, Japan",1994-05-24,4.6,670,0,23.959,122.448,16.3
Padang,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006cd7,"133 km SSW of Padang, Indonesia",1994-05-11,6.244,650,0,-2.008,99.77,20.5
Colonia Dora,Argentina,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006cbq,"18 km NW of Colonia Dora, Argentina",1994-05-10,,732,0,-28.501,-63.096,600.5
Suncho Corral,Argentina,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006bt7,"44 km SSE of Suncho Corral, Argentina",1994-04-29,,732,0,-28.299,-63.252,561.5
Panguna,Papua New Guinea,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006bdm,"165 km WNW of Panguna, Papua New Guinea",1994-04-21,5.154,691,0,-5.702,154.12,28.0
Panguna,Papua New Guinea,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006b9h,"63 km WSW of Panguna, Papua New Guinea",1994-04-18,6.007,691,0,-6.47,154.934,26.3
Nabire,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006b1z,"57 km ENE of Nabire, Indonesia",1994-04-13,6.305,650,0,-3.136,135.968,28.5
the Fiji Islands,the Fiji Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006aew,south of the Fiji Islands,1994-03-31,,650,0,-22.057,-179.533,579.8
Rizo de Oro,Mexico,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00069qa,"6 km ENE of Rizo de Oro, Mexico",1994-03-14,5.309,732,0,15.994,-92.428,164.2
central Mid Atlantic Ridge,central Mid Atlantic Ridge,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00069pg,central Mid-Atlantic Ridge,1994-03-14,,754,0,-1.278,-23.569,10.0
Levuka,Fiji,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00069fm,"240 km E of Levuka, Fiji",1994-03-09,3.737,889,0,-18.039,-178.413,562.5
Isangel,Vanuatu,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00068js,"104 km SSW of Isangel, Vanuatu",1994-02-15,,650,0,-20.399,168.866,19.5
Kotabumi,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00068jd,"66 km WSW of Kotabumi, Indonesia",1994-02-15,6.639,732,0,-4.967,104.302,23.1
Isangel,Vanuatu,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00068eg,"112 km S of Isangel, Vanuatu",1994-02-12,5.661,754,0,-20.553,169.361,27.7
South Pacific Ocean,South Pacific Ocean,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00068dm,South Pacific Ocean,1994-02-12,,691,0,-10.786,-128.798,15.0
Isangel,Vanuatu,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00068d2,"85 km N of Isangel, Vanuatu",1994-02-11,4.944,732,0,-18.773,169.169,205.7
ifi,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006744,"36 km NNE of Sofifi, Indonesia",1994-01-21,6.687,754,0,1.015,127.733,19.9
Nabire,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00066x3,"55 km ENE of Nabire, Indonesia",1994-01-19,6.588,711,0,-3.176,135.97,23.2
Reseda,CA,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/ci3144585,"1km NNW of Reseda, CA",1994-01-17,8.794,1561,0,34.213,-118.537,18.202
Tambopata,Peru,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000669u,"74 km S of Tambopata, Peru",1994-01-10,,732,0,-13.339,-69.446,596.0
Isangel,Vanuatu,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065sp,"78 km SE of Isangel, Vanuatu",1993-12-29,6.2,650,0,-19.99,169.857,33.0
Isangel,Vanuatu,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00065sh,"92 km SE of Isangel, Vanuatu",1993-12-29,6.705,754,0,-20.23,169.789,33.0
Molucca Sea,Molucca Sea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00064wp,Molucca Sea,1993-12-09,,711,0,0.425,125.891,15.9
Tondano,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00064w3,"150 km SE of Tondano, Indonesia",1993-12-09,,732,0,0.486,125.995,14.5
False Pass,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00063vy,"79 km SW of False Pass, Alaska",1993-11-19,5.825,650,0,54.287,-164.164,30.3
Vilyuchinsk,Russia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00063mj,"112 km S of Vilyuchinsk, Russia",1993-11-13,6.308,754,0,51.934,158.647,34.0
Kainantu,Papua New Guinea,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00062n7,"44 km NNE of Kainantu, Papua New Guinea",1993-10-25,6.542,691,0,-5.909,145.99,30.4
Jolotichan,Mexico,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00062jn,"1 km ENE of Jolotichán, Mexico",1993-10-24,7.045,691,0,16.755,-98.717,20.7
Kainantu,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00061w6,"50 km NE of Kainantu, Papua New Guinea",1993-10-13,6.458,650,0,-5.932,146.153,33.0
Kainantu,Papua New Guinea,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00061w1,"47 km NNE of Kainantu, Papua New Guinea",1993-10-13,6.608,732,0,-5.889,146.02,25.3
Shing ,Japan,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00061tu,"256 km SE of Shing?, Japan",1993-10-11,3.64,732,0,32.02,137.832,350.7
Ambon,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00061gr,"282 km SSE of Ambon, Indonesia",1993-10-05,,670,0,-6.13,128.965,13.1
San Francisco del Mar Viejo,Mexico,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000619m,"90 km S of San Francisco del Mar Viejo, Mexico",1993-09-30,4.229,650,0,15.417,-94.698,19.2
South Atlantic Ocean,South Atlantic Ocean,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000614g,South Atlantic Ocean,1993-09-27,,670,0,-53.651,-51.621,33.0
Puerto Madero,Mexico,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006030,"24 km W of Puerto Madero, Mexico",1993-09-10,6.585,798,0,14.717,-92.645,34.1
Kermadec Islands ,Kermadec Islands ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005zvf,Kermadec Islands region,1993-09-07,,650,0,-31.635,-179.44,10.0
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ztm,"111 km ESE of Kokopo, Papua New Guinea",1993-09-06,5.775,670,0,-4.641,153.231,49.0
Puerto Madero,Mexico,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005zpf,"38 km SW of Puerto Madero, Mexico",1993-09-03,5.932,711,0,14.523,-92.713,26.5
Te Anau,New Zealand,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005y7g,"63 km WNW of Te Anau, New Zealand",1993-08-10,6.292,754,0,-45.277,166.927,28.1
Jurm,Afghanistan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005y6k,"53 km S of Jurm, Afghanistan",1993-08-09,4.497,754,0,36.379,70.868,214.5
Inarajan Village,Guam,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005y3k,"32 km S of Inarajan Village, Guam",1993-08-08,7.961,946,0,12.982,144.801,59.3
Kamiiso,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005y2x,"69 km WNW of Kamiiso, Japan",1993-08-07,6.036,650,0,41.985,139.839,13.8
the Fiji Islands,the Fiji Islands,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005y2v,south of the Fiji Islands,1993-08-07,,691,0,-23.866,179.846,523.1
Padang,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005xxx,"111 km SW of Padang, Indonesia",1993-08-04,5.502,650,0,-1.629,99.615,31.6
Iwanai,Japan,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005w12,"107 km W of Iwanai, Japan",1993-07-12,7.451,912,0,42.851,139.197,16.7
Taltal,Chile,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005vyp,"34 km ENE of Taltal, Chile",1993-07-11,6.578,670,0,-25.304,-70.166,47.5
Vanuatu ,Vanuatu ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005vf1,Vanuatu region,1993-06-30,,691,0,-20.836,172.957,12.6
Kermadec Islands ,Kermadec Islands ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ute,Kermadec Islands region,1993-06-18,,691,0,-28.678,-176.893,10.7
Kermadec Islands ,Kermadec Islands ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005usp,Kermadec Islands region,1993-06-18,,670,0,-29.053,-176.753,15.6
Ozernovskiy,Russia,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005u7b,"97 km ESE of Ozernovskiy, Russia",1993-06-08,7.348,865,0,51.218,157.829,70.6
Saipan,Northern Mariana Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005u48,"112 km NE of Saipan, Northern Mariana Islands",1993-06-06,,650,0,15.823,146.595,13.5
Abra Pampa,Argentina,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005te6,"87 km W of Abra Pampa, Argentina",1993-05-24,4.867,754,0,-22.671,-66.543,221.0
Basco,Philippines,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005t13,"77 km SE of Basco, Philippines",1993-05-18,4.347,711,0,19.914,122.45,168.6
Hihifo,Tonga,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005swx,"89 km NE of Hihifo, Tonga",1993-05-16,,670,0,-15.286,-173.332,21.3
Adak,Alaska,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005suz,"151 km WSW of Adak, Alaska",1993-05-15,,732,0,51.374,-178.669,32.0
Sand Point,Alaska,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005sqc,"17 km S of Sand Point, Alaska",1993-05-13,,732,0,55.177,-160.458,32.3
Manay,Philippines,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005sm4,"3 km E of Manay, Philippines",1993-05-11,6.489,754,0,7.219,126.57,58.7
Tobelo,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005reu,"253 km N of Tobelo, Indonesia",1993-04-19,,711,0,4.015,128.204,23.6
Levuka,Fiji,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005r9f,"195 km E of Levuka, Fiji",1993-04-16,,732,0,-17.778,-178.864,565.1
Copiapo,Chile,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005pj6,"93 km NW of Copiapó, Chile",1993-03-15,6.511,691,0,-26.708,-70.918,28.9
South Sandwich Islands ,South Sandwich Islands ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005p91,South Sandwich Islands region,1993-03-10,,650,0,-59.7,-25.719,33.0
Kirakira,Solomon Islands,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005p35,"173 km ESE of Kirakira, Solomon Islands",1993-03-06,,691,0,-11.062,163.386,25.3
the Fiji Islands,the Fiji Islands,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005p2v,south of the Fiji Islands,1993-03-06,,670,0,-26.536,-177.355,18.2
Lata,Solomon Islands,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005p26,"178 km W of Lata, Solomon Islands",1993-03-06,,776,0,-10.972,164.181,20.4
Nanao,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005mrp,"69 km NNE of Nanao, Japan",1993-02-07,6.447,670,0,37.634,137.245,10.6
Japan,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005kz3,Sea of Japan,1993-01-19,,670,0,38.649,133.465,448.3
uke,Japan,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ktj,"52 km NE of Otofuke, Japan",1993-01-15,7.505,889,0,43.3,143.691,102.2
